No,Post URL,Message,Score,Reason
1,https://www.facebook.com/groups/2317142971864047/posts/4356073287970995/,ระบบ 10K ติดตั้งเอง แบต 580แอมป์ แผง 3 สตริง สตริง1.แผง 630วัตต์ 9 แผง รวม 5670วัตต์ (แผงละ 2400บาทซื้อปีนี้ช่วงแผงเริ่มขึ้นราคา)  สตริง 2. แผง 615วัตต์ 5 แผง รวม 3075  (ซื้อแผงละ 2400บาท(ชื้อกลางปี 6,0,ไม่มี signals
2,https://www.facebook.com/groups/thaisolarcell/posts/1296951622404900/,"#แบตเตอรี่ลิเธียม12V(13.3V) 200A พร้อมActive Balance จัดส่งวันที่1-3วัน (มีของพร้อมส่ง)
ราคาสินค้า:  ฿5,500",0,❌ โฆษณาขาย
3,https://www.facebook.com/groups/1671213103178339/posts/4064358060530486/,"โปรโมชั่น
เดือนเมษายน 
แผง... ดูเพิ่มเติม",0,❌ โฆษณาขาย
4,https://www.facebook.com/groups/429829328127055/posts/1603383554104954/,"ไฟสปอตไลท์โซล่าเซลล์ แสงขาว 60W(500lm) 300W(2000lm) IP65 ไฟพลังงานแสงอาทิตย์ รีโมทคอนโทรล
 ราคา  ฿379   บาท
สั่งซื้อ https://s.shopee.co.th/9AKvhMrlqW
สั่งซื้อ https://s.lazada.co.th/s.ZgMYD3",0,ไม่มี signals
